Bill_Id,Status,Customer,Contact,Address,Load_Type,Port_of_departure,Port_of_destination,Weight,Cube,Pieces,Tariff,Additional_service_Code,create_date,create_user,rate_id,FRT,ACC,DEST,CCS,CONS,CARGO,HAZ,LONG_Length,OVR_WGT,Total_Charge,rate_Date,rate_User
18116,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1470890,0,0,587E,,1/20/2014,rbrad,18116,"117,671.20",10.29,0,2.03,0,0,0,0,0,"117,683.52",1/25/2014,nnoor
18117,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1472064,0,0,587E,,1/20/2014,rbrad,18117,"117,765.12",10.29,0,2.03,0,0,0,0,0,"117,777.44",1/25/2014,nnoor
18118,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1474021,0,0,587E,,1/20/2014,rbrad,18118,"117,921.68",10.29,0,2.03,0,0,0,0,0,"117,934.00",1/25/2014,nnoor
18119,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1474715,0,0,587E,,1/20/2014,rbrad,18119,"117,977.20",10.29,0,2.03,0,0,0,0,0,"117,989.52",1/25/2014,nnoor
18120,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1475393,0,0,587E,,1/20/2014,rbrad,18120,"118,031.44",10.29,0,2.03,0,0,0,0,0,"118,043.76",1/25/2014,nnoor
18121,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1476002,0,0,587E,,1/20/2014,rbrad,18121,"118,080.16",10.29,0,2.03,0,0,0,0,0,"118,092.48",1/25/2014,nnoor
18122,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1479477,0,0,587E,,1/20/2014,rbrad,18122,"118,358.16",10.29,0,2.03,0,0,0,0,0,"118,370.48",1/25/2014,nnoor
18123,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1479995,0,0,587E,,1/20/2014,rbrad,18123,"118,399.60",10.29,0,2.03,0,0,0,0,0,"118,411.92",1/25/2014,nnoor
18124,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1480000,0,0,587E,,1/20/2014,rbrad,18124,"118,400.00",10.29,0,2.03,0,0,0,0,0,"118,412.32",1/25/2014,nnoor
18125,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1480194,0,0,587E,,1/20/2014,achadaluri,18125,"118,415.52",10.29,0,2.03,0,0,0,0,0,"118,427.84",1/25/2014,nnoor
18126,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1480808,0,0,587E,,1/20/2014,achadaluri,18126,"118,464.64",10.29,0,2.03,0,0,0,0,0,"118,476.96",1/25/2014,nnoor
18127,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1483449,0,0,587E,,1/20/2014,achadaluri,18127,"118,675.92",10.29,0,2.03,0,0,0,0,0,"118,688.24",1/25/2014,nnoor
18128,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1483999,0,0,587E,,1/20/2014,achadaluri,18128,"118,719.92",10.29,0,2.03,0,0,0,0,0,"118,732.24",1/25/2014,nnoor
18129,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1484637,0,0,587E,,1/20/2014,achadaluri,18129,"118,770.96",10.29,0,2.03,0,0,0,0,0,"118,783.28",1/25/2014,nnoor
18130,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1492254,0,0,587E,,1/20/2014,achadaluri,18130,"119,380.32",10.29,0,2.03,0,0,0,0,0,"119,392.64",1/25/2014,nnoor
18131,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1493565,63030,0,587E,,1/20/2014,achadaluri,18131,"119,485.20",10.29,0,2.03,0,0,0,"8,180.90",0,"127,678.42",1/25/2014,nnoor
18132,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1493883,0,0,587E,,1/20/2014,achadaluri,18132,"119,510.64",10.29,0,2.03,0,0,0,0,0,"119,522.96",1/25/2014,nnoor
18133,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1499859,0,0,587E,,1/20/2014,achadaluri,18133,"119,988.72",10.29,0,2.03,0,0,0,0,0,"120,001.04",1/25/2014,nnoor
18134,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18134,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18135,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18135,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18136,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18136,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18137,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18137,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18138,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18138,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18139,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18139,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18140,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18140,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18141,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1500000,0,0,587E,,1/20/2014,achadaluri,18141,"120,000.00",10.29,0,2.03,0,0,0,0,0,"120,012.32",1/25/2014,nnoor
18142,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1503160,0,0,587E,,1/20/2014,achadaluri,18142,"120,252.80",10.29,0,2.03,0,0,0,0,0,"120,265.12",1/25/2014,nnoor
18143,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1503160,0,0,587E,,1/20/2014,achadaluri,18143,"120,252.80",10.29,0,2.03,0,0,0,0,0,"120,265.12",1/25/2014,nnoor
18144,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1505585,0,0,587E,,1/20/2014,achadaluri,18144,"120,446.80",10.29,0,2.03,0,0,0,0,0,"120,459.12",1/25/2014,nnoor
18145,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1511625,0,0,587E,,1/20/2014,achadaluri,18145,"120,930.00",10.29,0,2.03,0,0,0,0,0,"120,942.32",1/25/2014,nnoor
18146,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1511625,0,0,587E,,1/20/2014,achadaluri,18146,"120,930.00",10.29,0,2.03,0,0,0,0,0,"120,942.32",1/25/2014,nnoor
18147,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1511625,0,0,587E,,1/20/2014,achadaluri,18147,"120,930.00",10.29,0,2.03,0,0,0,0,0,"120,942.32",1/25/2014,nnoor
18148,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1512446,0,0,587E,,1/20/2014,achadaluri,18148,"120,995.68",10.29,0,2.03,0,0,0,0,0,"121,008.00",1/25/2014,nnoor
18149,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1515133,0,0,587E,,1/20/2014,achadaluri,18149,"121,210.64",10.29,0,2.03,0,0,0,0,0,"121,222.96",1/25/2014,nnoor
18150,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1515410,0,0,587E,,1/20/2014,achadaluri,18150,"121,232.80",10.29,0,2.03,0,0,0,0,0,"121,245.12",1/25/2014,nnoor
18151,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1517915,0,145,587E,,1/20/2014,achadaluri,18151,"17,607,814.00",10.29,0,2.03,0,0,0,0,0,"17,607,826.32",1/25/2014,nnoor
18152,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1519297,0,1,587E,,1/20/2014,achadaluri,18152,"121,543.76",10.29,0,2.03,0,0,0,0,0,"121,556.08",1/25/2014,nnoor
18153,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1520000,0,1,587E,,1/20/2014,achadaluri,18153,"121,600.00",10.29,0,2.03,0,0,0,0,0,"121,612.32",1/25/2014,nnoor
18154,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1520000,0,0,587E,,1/20/2014,achadaluri,18154,"121,600.00",10.29,0,2.03,0,0,0,0,0,"121,612.32",1/25/2014,nnoor
18155,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1526090,0,0,587E,,1/20/2014,achadaluri,18155,"122,087.20",10.29,0,2.03,0,0,0,0,0,"122,099.52",1/25/2014,nnoor
18156,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1526828,0,0,587E,,1/20/2014,achadaluri,18156,"122,146.24",10.29,0,2.03,0,0,0,0,0,"122,158.56",1/25/2014,nnoor
18157,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1530612,0,0,587E,,1/20/2014,achadaluri,18157,"122,448.96",10.29,0,2.03,0,0,0,0,0,"122,461.28",1/25/2014,nnoor
18158,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1532302,0,0,587E,,1/20/2014,achadaluri,18158,"122,584.16",10.29,0,2.03,0,0,0,0,0,"122,596.48",1/25/2014,nnoor
18159,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1532303,0,1,587E,,1/20/2014,achadaluri,18159,"122,584.24",10.29,0,2.03,0,0,0,0,0,"122,596.56",1/25/2014,nnoor
18160,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1532750,0,0,587E,,1/20/2014,achadaluri,18160,"122,620.00",10.29,0,2.03,0,0,0,0,0,"122,632.32",1/25/2014,nnoor
18161,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1532943,0,0,587E,,1/20/2014,achadaluri,18161,"122,635.44",10.29,0,2.03,0,0,0,0,0,"122,647.76",1/25/2014,nnoor
18162,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1533841,0,0,587E,,1/20/2014,achadaluri,18162,"122,707.28",10.29,0,2.03,0,0,0,0,0,"122,719.60",1/25/2014,nnoor
18163,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1534173,0,0,587E,,1/20/2014,achadaluri,18163,"122,733.84",10.29,0,2.03,0,0,0,0,0,"122,746.16",1/25/2014,nnoor
18164,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1534944,0,0,587E,,1/20/2014,achadaluri,18164,"122,795.52",10.29,0,2.03,0,0,0,0,0,"122,807.84",1/25/2014,nnoor
18165,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1534944,0,0,587E,,1/20/2014,achadaluri,18165,"122,795.52",10.29,0,2.03,0,0,0,0,0,"122,807.84",1/25/2014,nnoor
18166,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1535503,0,0,587E,,1/20/2014,achadaluri,18166,"122,840.24",10.29,0,2.03,0,0,0,0,0,"122,852.56",1/25/2014,nnoor
18167,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1538568,0,1660,587E,,1/20/2014,achadaluri,18167,"204,321,830.40",10.29,0,2.03,0,0,0,0,0,"204,321,842.72",1/25/2014,nnoor
18168,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1538756,0,0,587E,,1/20/2014,achadaluri,18168,"123,100.48",10.29,0,2.03,0,0,0,0,0,"123,112.80",1/25/2014,nnoor
18169,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1539956,0,1,587E,,1/20/2014,achadaluri,18169,"123,196.48",10.29,0,2.03,0,0,0,0,0,"123,208.80",1/25/2014,nnoor
18170,PEND,POV Private,Steven,"Seattle, US",Container,SHA,SEA,1541708,0,1,587E,,1/20/2014,achadaluri,18170,"123,336.64",10.29,0,2.03,0,0,0,0,0,"123,348.96",1/25/2014,nnoor
18171,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1544119,138975,0,IND,,1/17/2014,rhodes,18171,"123,529.52",10.29,4.09,2.03,0,0,0,"18,053.75",0,"141,599.68",1/22/2014,fnoor
18172,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1544119,138975,0,IND,,1/17/2014,rhodes,18172,"123,529.52",10.29,4.09,2.03,0,0,0,"18,053.75",0,"141,599.68",1/22/2014,fnoor
18173,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1545691,0,0,IND,,1/17/2014,rhodes,18173,"123,655.28",10.29,4.09,2.03,0,0,0,0,0,"123,671.69",1/22/2014,fnoor
18174,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,2040,IND,,1/17/2014,rhodes,18174,"252,960,000.00",10.29,4.09,2.03,0,9,0,0,0,"252,960,025.41",1/22/2014,fnoor
18175,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,0,IND,,1/17/2014,rhodes,18175,"124,000.00",10.29,4.09,2.03,0,0,0,0,0,"124,016.41",1/22/2014,fnoor
18176,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,0,IND,,1/17/2014,rhodes,18176,"124,000.00",10.29,4.09,2.03,0,0,0,0,0,"124,016.41",1/22/2014,fnoor
18177,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,0,IND,,1/17/2014,rhodes,18177,"124,000.00",10.29,4.09,2.03,0,0,0,0,0,"124,016.41",1/22/2014,fnoor
18178,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,0,IND,,1/17/2014,rhodes,18178,"124,000.00",10.29,4.09,2.03,0,0,0,0,0,"124,016.41",1/22/2014,fnoor
18179,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1550000,0,0,IND,,1/17/2014,rhodes,18179,"124,000.00",10.29,4.09,2.03,0,0,0,0,0,"124,016.41",1/22/2014,fnoor
18180,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1552634,0,0,IND,,1/17/2014,rhodes,18180,"124,210.72",10.29,4.09,2.03,0,0,0,0,0,"124,227.13",1/22/2014,fnoor
18181,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1552882,1,1,IND,LDS,1/17/2014,rhodes,18181,"124,230.56",10.29,8.03,2.03,0,0,100,0,0,"124,350.91",1/22/2014,nnoor
18182,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1554336,1,1,IND,LDS,1/17/2014,rhodes,18182,"124,346.88",10.29,8.03,2.03,0,0,100,0,0,"124,467.23",1/22/2014,nnoor
18183,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1558000,1,1,IND,LDS,1/17/2014,rhodes,18183,"124,640.00",10.29,8.03,2.03,0,0,100,0,0,"124,760.35",1/22/2014,nnoor
18184,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1560000,1,1,IND,LDS,1/17/2014,rhodes,18184,"124,800.00",10.29,8.03,2.03,0,0,100,0,0,"124,920.35",1/22/2014,nnoor
18185,PEND,POV Private,Pavan,"Shanghai, China",Container,SHA,SHA,1561069,0,0,IND,,1/17/2014,rhodes,18185,"124,885.52",10.29,4.09,2.03,0,0,0,0,0,"124,901.93",1/22/2014,fnoor
18186,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1561069,1,1,IND,LDS,1/17/2014,rhodes,18186,"124,885.52",10.29,8.03,2.03,0,0,100,0,0,"125,005.87",1/22/2014,nnoor
18187,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1563750,1,1,IND,LDS,1/17/2014,rhodes,18187,"125,100.00",10.29,8.03,2.03,0,0,100,0,0,"125,220.35",1/22/2014,nnoor
18188,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1563750,1,1,IND,LDS,1/17/2014,rhodes,18188,"125,100.00",10.29,8.03,2.03,0,0,100,0,0,"125,220.35",1/22/2014,nnoor
18189,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1573223,1,1,IND,LDS,1/17/2014,rhodes,18189,"125,857.84",10.29,8.03,2.03,0,0,100,0,0,"125,978.19",1/22/2014,nnoor
18190,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1573416,1,1,IND,LDS,1/17/2014,rhodes,18190,"125,873.28",10.29,8.03,2.03,0,0,100,0,0,"125,993.63",1/22/2014,nnoor
18191,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1575220,1,1,IND,LDS,1/17/2014,rhodes,18191,"126,017.60",10.29,8.03,2.03,0,0,100,0,0,"126,137.95",1/22/2014,nnoor
18192,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1576982,1,1,IND,LDS,1/17/2014,rhodes,18192,"126,158.56",10.29,8.03,2.03,0,0,100,0,0,"126,278.91",1/22/2014,nnoor
18193,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1581421,1,1,IND,LDS,1/17/2014,rhodes,18193,"126,513.68",10.29,8.03,2.03,0,0,100,0,0,"126,634.03",1/22/2014,nnoor
18194,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1584065,1,1,IND,LDS,1/17/2014,rhodes,18194,"126,725.20",10.29,8.03,2.03,0,0,100,0,0,"126,845.55",1/22/2014,nnoor
18195,PEND,POV Private,Sam,"Sydney, Australia",Container,SHA,SYD,1585320,1,1,IND,LDS,1/17/2014,rhodes,18195,"126,825.60",10.29,8.03,2.03,0,0,100,0,0,"126,945.95",1/22/2014,nnoor
18196,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1585320,1,1,IND,LDS,1/17/2014,rhodes,18196,"126,825.60",10.29,8.03,2.03,0,0,100,0,0,"126,945.95",1/22/2014,nnoor
18197,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1587671,1,1,IND,LDS,1/17/2014,rhodes,18197,"127,013.68",10.29,8.03,2.03,0,0,100,0,0,"127,134.03",1/22/2014,nnoor
18198,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1591398,1,1,IND,LDS,1/17/2014,rhodes,18198,"127,311.84",10.29,8.03,2.03,0,0,100,0,0,"127,432.19",1/22/2014,nnoor
18199,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1592638,1,1,IND,LDS,1/17/2014,rhodes,18199,"127,411.04",10.29,8.03,2.03,0,0,100,0,0,"127,531.39",1/22/2014,nnoor
18200,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1593705,1,1,IND,LDS,1/17/2014,rhodes,18200,"127,496.40",10.29,8.03,2.03,0,0,100,0,0,"127,616.75",1/22/2014,nnoor
18201,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1594168,1,1,IND,LDS,1/17/2014,rhodes,18201,"127,533.44",10.29,8.03,2.03,0,0,100,0,0,"127,653.79",1/22/2014,nnoor
18202,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1594173,1,1,IND,LDS,1/17/2014,rhodes,18202,"127,533.84",10.29,8.03,2.03,0,0,100,0,0,"127,654.19",1/22/2014,nnoor
18203,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1599000,1,1,IND,LDS,1/17/2014,rhodes,18203,"127,920.00",10.29,8.03,2.03,0,0,100,0,0,"128,040.35",1/22/2014,nnoor
18204,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1599000,1,1,IND,LDS,1/17/2014,rhodes,18204,"127,920.00",10.29,8.03,2.03,0,0,100,0,0,"128,040.35",1/22/2014,nnoor
18205,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1599000,1,1,IND,LDS,1/17/2014,rhodes,18205,"127,920.00",10.29,8.03,2.03,0,0,100,0,0,"128,040.35",1/22/2014,nnoor
18206,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1599000,1,1,IND,LDS,1/17/2014,rhodes,18206,"127,920.00",10.29,8.03,2.03,0,0,100,0,0,"128,040.35",1/22/2014,nnoor
18207,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1599000,1,1,IND,LDS,1/17/2014,rhodes,18207,"127,920.00",10.29,8.03,2.03,0,0,100,0,0,"128,040.35",1/22/2014,nnoor
18208,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18208,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18209,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18209,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18211,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18211,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18212,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18212,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18213,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18213,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18214,PEND,Alex Corp,Alex,"Sydney, Australia",Container,SHA,SYD,1600000,1,1,IND,LDS,1/17/2014,rhodes,18214,"128,000.00",10.29,8.03,2.03,0,0,100,0,0,"128,120.35",1/22/2014,nnoor
18215,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1600000,0,0,IND,,1/17/2014,rhodes,18215,"128,000.00",10.29,4.09,2.03,0,0,0,0,0,"128,016.41",1/22/2014,fnoor
18216,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1602244,0,0,IND,,1/17/2014,rhodes,18216,"128,179.52",10.29,4.09,2.03,0,0,0,0,0,"128,195.93",1/22/2014,fnoor
18217,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1602244,0,0,IND,,1/17/2014,rhodes,18217,"128,179.52",10.29,4.09,2.03,0,0,0,0,0,"128,195.93",1/22/2014,fnoor
18218,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1606099,0,0,IND,,1/17/2014,rhodes,18218,"128,487.92",10.29,4.09,2.03,0,0,0,0,0,"128,504.33",1/22/2014,fnoor
18219,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614332,0,0,IND,,1/17/2014,rhodes,18219,"129,146.56",10.29,4.09,2.03,0,0,0,0,0,"129,162.97",1/22/2014,fnoor
18220,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,1,IND,,1/17/2014,rhodes,18220,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18221,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18221,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18222,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18222,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18223,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18223,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18224,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18224,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18225,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18225,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18226,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18226,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18227,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18227,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18228,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18228,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18229,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18229,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18232,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,1,IND,,1/17/2014,rhodes,18232,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18233,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18233,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18234,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18234,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18235,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18235,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18236,PEND,Alex Corp,Alex,"Shanghai, China",Container,SHA,SHA,1614884,1,0,IND,,1/17/2014,rhodes,18236,"129,190.72",10.29,4.09,2.03,0,0,0,0,0,"129,207.13",1/22/2014,fnoor
18237,PEND,POV Public,Edward,"Anchorage, US",Container,SHA,ANK,1614884,1,1,1AK,,1/20/2014,achadaluri,18237,"129,190.72",10.29,2,2.03,0,0,0,0,0,"129,205.04",1/25/2014,nnoor
18238,PEND,POV Public,Edward,"Anchorage, US",Container,SHA,ANK,1614884,1,1,1AK,,1/20/2014,achadaluri,18238,"129,190.72",10.29,2,2.03,0,0,0,0,0,"129,205.04",1/25/2014,nnoor
18239,PEND,POV Public,Edward,"Anchorage, US",Container,SHA,ANK,1614884,1,3,1AK,,1/20/2014,achadaluri,18239,"387,572.16",10.29,2,2.03,0,9,0,0,0,"387,595.48",1/25/2014,nnoor
18240,PEND,POV Public,Edward,"Anchorage, US",Container,SHA,ANK,1614884,1,0,1AK,,1/20/2014,achadaluri,18240,"129,190.72",10.29,2,2.03,0,0,0,0,0,"129,205.04",1/25/2014,nnoor
18241,PEND,POV Public,Edward,"Anchorage, US",Container,SHA,ANK,1614884,1,0,1AK,,1/20/2014,achadaluri,18241,"129,190.72",10.29,2,2.03,0,0,0,0,0,"129,205.04",1/25/2014,nnoor
